priority	id	text	source	keyword_cat	ws_label	gpt_label	llama_label	tier	majority_label	human_label
108	15453	ابناء الماهرية داخل مدني يعتقلون قائد مسيري ويعتدون علية بالضرب المبرح لعدم تنفيذ اوامر قائد رزيقي وشتم قائد اخر ماهري	war_corpus	hate_tribal	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
109	15608	قروش البترول السوداني الذي لم يخضع لمراجعة وما خفي أعظم تجار الدين شعارهم،،، لا لدنيا قد عملنا نحن للدين فداء يابرهان اضبط حرامي كبير والدة كان صاحب (كارو) في قري الشايقية والكارو هدية وليس ملك حر #لم_تسقط_بعد #تسقط_بس	old_twitter	hate_tribal	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
110	15701	بمبان نرجعو ليه طوب نرجمو بي تاتشر نقلبو بي بنطلون نقلعو ليه درقه نكسرو ليه حكومه نسقطو ليه #تسقط بس	old_twitter	profanity	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
111	15728	لا يجوز للطالب المسلم الحصول على علامات كامله فى الامتحان	old_telegram	random_no_keyword	NEUTRAL	OFFENSIVE	HATE	3	NO_MAJORITY	
112	16165	الاولى بالمحاربة هم اكلى المال العام وزبانية الفساد وظاهرة بنات الليل يمكن حلها بتوفير العيش الكريم للمواطنين	old_twitter	profanity	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
113	16406	هؤلاء يرون سبب ازماتنا الاخلاقية والاقتصادية والسياسية فى ملابس النساء	old_twitter	random_no_keyword	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
114	16552	والله رجالة يستقبلوهم مع علي كيف زول٠ وبعدين هم م بينزحوا لانو السودان دا حق الكل سواء مسيرية رزيقات حوازمة جعلية شوايقة ٠ الخ الخ	war_corpus	hate_tribal	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
115	16624	و ثبت لي بالدليل القاطع انه لا وجود للصوص في مناطق الدعم السريع و انما هم الدعامة نفسهم	war_corpus	hate_political	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
116	16851	الاستباح الدماء في شهر رمضان ياهو زاتو البستبيح الدماء في اي وقت! عن اي دين وعن اي انسانية تتحدثون	old_twitter	humanitarian	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
117	16875	مولانا نعمات رئيس القضاء #تسقط_بس جات وجعة في خاصرة ثورة مهرها دم شباب اطهار تطهير القضاء والنيابات مطلب ثوري	old_twitter	violence_incitement	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
118	16957	فقال رسول الله الله أكبر ، خربت خيبر ، إنا إذا نزلنا بساحة قوم فساء صباح المنذرين	old_telegram	random_no_keyword	NEUTRAL	OFFENSIVE	HATE	3	NO_MAJORITY	
119	17041	انا اصلا حجيبو ليكوم فلبيني عشان تفهمو حاجة! لا شايقي لا جعلي لا غيرو. اها!	old_twitter	hate_tribal	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
120	17213	الكبري آمن وفاتح للثوار تعالوا استلموا وردية الصباح كل الارتاحوا يجو يستلو (الليلة ما بنسكت الا البشير يسقط)	old_twitter	revolution_terms	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
121	17448	اقبلونا كما نحن او اتركونا كما نحن ؛فلا انتم تملكون حق تعديلنا ولا نحن نملك رغبة التبرير قلتووووو_وبتحمل_مسؤوليتوووو srooo	war_corpus	profanity	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
122	17598	ربنا ينتقم منكم و يضوقكم اضعاف مضاعفة يا حثالة المجتمع #تسقط_بس	old_twitter	revolution_terms	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
123	17748	ماتم الترويج عنه في شندي بواسطة ابواق مليشيا دقلوا اخوان وجناحها السياسي لا اساس له من الصحة ،،قواتكم المسلحة صاحية تؤدي واجباتها كما ينبغي،،مسيرة صغيرة تشبه البلومة ونزلوها بي نبلة طير وبس يعني	war_corpus	dehumanizing	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
124	17900	سقطت والله رص العساكر رص بكره تسقط بس #موكب6ابريل	old_twitter	revolution_terms	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
125	17967	في إرهاب أكثر من ال بيعملوا فيه ناس المؤتمر اللاوطني ده؟؟؟ #تسقط_بس	old_twitter	revolution_terms	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
126	18107	هؤلاء او اغلبهم ليسوا سفهاء لكنهم تجرعوا كاسات المر من سوء ادارتكم للبلاد لثلاث عقود خلت، معليش استحملهم او اختفي من هذا المنبر ونقول لك وكل الطاقم تسقط بس #تسقط_بس️ #مليونية6ابريل	old_twitter	revolution_terms	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
127	18174	المسيرية عارفين م بيقدرو لينا عشان كدي م تبحبت	war_corpus	hate_tribal	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
128	18366	احنا متنمريين وقليلين ادب وصعاليق ما زيكم المثاليين جداً	old_twitter	random_no_keyword	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
129	18604	اللهم اكفنا شر الضيوف العندهم شفع و المرتهم شنافة و الأبوهم لعلاع و أولادهم شينين.	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	HATE	3	NO_MAJORITY	
130	18733	النفرين او التلاتة البركبو في الكريز للتمويه علشان الناس تركب ديل اسوأ من حكومة الانقاذ..	old_twitter	random_no_keyword	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
131	18746	اذا ما اخر العلاج الكي مراويدك حُمُر صمي مراويدك حُمُر.. #تسقط_بس	old_twitter	revolution_terms	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
132	18933	اخوكم من السودان واحب اطمنكم دي بداية نهاية الظالم #تسقط_بس_ياسيسي واذا ضربت فاوجع فان العاقبة واحدة #كفاية_بقي_ياسيسي يارب_مصر	old_twitter	revolution_terms	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
133	19167	بيت المال اللهم زد وبارك يوم جهجه للكجر ، السوق العربي ثم جبرة وودنوباوي وبيت المال #تسقط_بس	old_twitter	hate_tribal	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
134	19273	الصائمون في بلادي يفطرون علي الرصاص لا الأذان يدخل في جوفهم البارود لا الطعام #اعتصام_القياد_العامه #تسقط__بس	old_twitter	profanity	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
135	19591	والله ناس ديل لمن امتحانتهم تبدا بقلبوا شيوخ درجة...	old_twitter	random_no_keyword	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
136	19664	معاً لنشر ثقافة أنـا واحـد مـن مـلـيـونـيـة ابـريـل كلم غيرك إنت الاعلان كلم غيرك إنت الاعلان كلم غيرك إنت الاعلان كلم غيرك إنت الاعلان #تسقط_بس	old_twitter	revolution_terms	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
137	19755	قبيل بالصدفة مريت بالآية دي وَأَلَّفَ بَيْنَ قُلُوبِهِمْ لَوْ أَنْفَقْتَ مَا فِي الْأَرْضِ جَمِيعاً مَا أَلَّفْتَ بَيْنَ قُلُوبِهِمْ وَلَكِنَّ اللَّهَ أَلَّفَ بَيْنَهُمْ إِنَّهُ عَزِيزٌ حَكِيمٌ خلونا من اتباع النظام والمحايدين، "تسقط بس" ما قادرين يستحملوا بعض	old_twitter	revolution_terms	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
138	20269	#تزوجها_شايقية عشان اصلا ما تفلس	old_twitter	hate_tribal	NEUTRAL	OFFENSIVE	HATE	3	NO_MAJORITY	
139	20428	البرهان لن نضع البندقية الا بنهاية اخر متمرد البرهان قريبا سنصل الفاشر وبابنوسة	war_corpus	hate_political	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
140	20575	كفاية! زهجنة من السياسيين البتكلموا عن الشريعة في نطاق السياسة! الشريعة منهج و منبع للاخلاق وهي من تقود السياسة وليست السياسة من تقودها!!!!	old_twitter	random_no_keyword	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
141	20680	كتائب الظل لبسو لبس الدعم السريع وهاجموا المعتصمين العزل بحجة اقفال حركة السير والفوضى وفتحو عليهم ذهيرة حية	old_twitter	dehumanizing	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
142	20979	آه يا بلد مكلوم! سرقوك وما عارف قابع على الطوريه غشوك بنهج الدين نايم في ضل ضحويه كل البلد في صفوف من بنك للطعميه انفض رقادك قوم عطٌشنا ظلمك حيل! ونيلك يسوق يوميه! ود جفون~ #مدن_السودان_تنتفض #موكب3ابريل #موكب6ابريل الله غالب!	old_twitter	revolution_terms	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
143	21337	يشفي صدور قوم مؤمنين هي ترا انت في حلم و منو جهنم وبئس المصير	war_corpus	threats	NEUTRAL	OFFENSIVE	HATE	3	NO_MAJORITY	
144	21382	احذروهم فهم لا يعرفون للانسانية معنى.. كل المسميات والحركات التي نبتت بعد الجد والاجتهاد كثورة مضادة انما هي زوبعة آثم في كأس شهوة.. لا يعنيهم الوطن ومكانه بقدر ما تعنيهم جيوبهم ومكانتهم.. المتاجرون باسم الدين والوطن سيماهم في وجوههم من أثر الظهور الكثيف #اعتصام_القياده_العامه	old_twitter	revolution_terms	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
145	21726	ولو خشيت معاكم في حوار عن الناس ديل بنمشي لي كلام عنصري اصلو ده م وقتو	war_corpus	random_no_keyword	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
146	21957	ياربااه لو بس وضعت النية انك تعدي بجيك رباط صليبي	old_twitter	religious_sectarian	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
147	22391	سوري شنو ده جعلي من الدامر سوداني اكتر مني و منك	old_twitter	hate_tribal	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
148	22456	معدل التضخم وصل ولسه البشير عندو دم يسوي اجتماع مع اعوانو ويطبلو لي بعض يقعدو. #موكب6ابريل #مدن_السودان_تنتفض	old_twitter	revolution_terms	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
149	22872	الشايقي خلاص بقى ما شايقي الفطير باللبن بقى يحلم بيه حلم حتى الفول ضارب الفول بالعلب	old_twitter	hate_tribal	NEUTRAL	OFFENSIVE	HATE	3	NO_MAJORITY	
150	22926	مريم الصادق،، نناشد الشرفاء من القوات المسلحة يا هناية اخوك كيف؟؟؟ تبا لك وله لم يعد من شرفاء خلاف صغار الضباط والجنود #اعتصام_القيادة_العامة #تسقط_بس #مدن_السودان_تنتفض	old_twitter	revolution_terms	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
151	23087	معقولة الأيادي البيضاء خلف القضبان ومن يده ملطخة بالدماء حر طليق تسقط بس وتسقط بس #تسقط_بس	old_twitter	revolution_terms	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
152	23145	#تسقط_بس الاضراب العام وليس لفتره محدده بل لحين (البل) والتسليم الفوري للسلطه المدنيه وليس بتحكم مجلس عسكري فقداثبتو لانفسهم كما نعلم نحن بعدم اهليتهم لادارة الازمات من الاخر مخهم فاضي (توقعاتي لمخرجات اليوم)	old_twitter	hate_tribal	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
153	23445	القروش هي الوحيده البتستحق جمله الله يكثر من امثالك	war_corpus	random_no_keyword	NEUTRAL	OFFENSIVE	HATE	3	NO_MAJORITY	
154	23508	#عصينا أمن أجل هذا تسعون خلف النظام وهذا أبسط ما جنت يد الطاغية #كلنا_نيرتتي	old_twitter	random_no_keyword	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
155	23568	سهر الجداد ولا نوموا الازهري م الشفاتة عملوها بكرة الموكب #تسقط_بس #مليونية٦ابريل	old_twitter	revolution_terms	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
156	23591	#اعتصام_القياده_العامه #مدن_السودان_تنتفض ذكروا العسكرى ان نسى او تناسى بقطر عجيب يخم ما بيجيب فهو رمز الاضراب الشامل ساحق ماحق وكل الشافو عرف الموت	old_twitter	revolution_terms	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
157	23614	الموت البركب فينا يمين شمال دا ما بغشى الجماعة ديل مالو!!! بالجد "هو في رئيس بيموت يا باشا"	old_twitter	violence_reporting	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
158	23775	ما العمل مع حميدتي؟ لو حاولنا نفكك الدعم السريع حيتمرد، لو اتغاضينا عنو حيطمع.	old_twitter	hate_political	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
159	23802	أها يعني ح يغزوا المنازل و يجمعوا الغنائم؟!! #تسقط_بس	old_twitter	revolution_terms	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
160	23845	من كتاب الإنداية الفصل الثاني أصناف المريسة وأحوال السكارى. أها ناس الإنقاذ ديل بدو عهدهم ب( التور كبس ووصلو مرحلة (الجمل برك)!! يتفاصحوا ساي وما قادرين يقيفوا علي حيلهم! ؛ #تسقط_بس #موكب5أبريل #موكب6أبريل	old_twitter	dehumanizing	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
161	24335	قناعتي ب انو قادة الحركات المسلحة كلهم ما عندهم مبدأ و قضية حتفضل راسخه و بتتزايد	old_twitter	random_no_keyword	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
162	24363	من كان جزء من الازمه السياسيه الاقتصاديه لايمكن ان يكون جزء من الحل من ساهم في تفكيك مقدرات البلاد الاقتصاديه وصمت عن رهن الموارد للاجنبي ليس جديرآ باالائتمان نحن نثق بحق بحق اهلنا في النظام ابمدني اكثر من ثقه المؤسسه العسكريه بنفسها #اعتصام_القياده_العامه #مدن_السودان_تنتفض	old_twitter	profanity	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
163	24430	قبيل لاقتني الخمسة جنية دي فيها رسالة م فهمتها صراحة لكين احب اشكر المرسل و اقول لي رسالتك وصلتني و #تسقط_بس	old_twitter	revolution_terms	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
164	24707	وهل اطلعت علي الغيب ام تعلم خبايا الانفس و الدواخل؟ لماذا تفترضون في كل سوداني يعارض التدخل في الشان السوداني الداخلي محسوبا علي الاخوان وقطر؟ في الاصل لماذا تقحمون السودانيين في خلافاتكم السياسيه لانقبل ان تكون بلادنا ساحه تصفيه حسابات اعتقنا من هذا الهرج #مدن_السودان_تنتفض	old_twitter	threats	NEUTRAL	HATE	OFFENSIVE	3	NO_MAJORITY	
