text	label
"ان الانفصال لم يكن هو الانفصال الجغرافي أو محاولة فصل الجنوب عن الشمال بل الأخطر هو كان الانفصال الاجتماعي #عبدالخالق_محجوب	NEUTRAL
بكرة نسمع زايلي كتير ونشرب شاي بي لحم جنجويد	HATE
ي محسنين محتاجين خروفين لمدة ساعةة فقط و م تخافو بنديكم حق الساعةة	OFFENSIVE
انا الجامعه دي ما واقعه لي.. ما داخل راسي فهم امشي الجامعه و اجي من الجامعه..! صغيره لسه انا ياخ	NEUTRAL
مناوي في حوار ساخن ل صحيفة الكرامة وقراءة في المشهد السياسي والعسكري الحالي في السودان السودان اليوم_نيوز عاجل اليوم نيوز نافذتك على اخر الاخبار والمستجدات	NEUTRAL
قلت ليك تعال نعرس ابيت	OFFENSIVE
تفاصيل المعركة 213 السودان اليوم_نيوز عاجل اليوم نيوز نافذتك على اخر الاخبار والمستجدات	NEUTRAL
قاليك البينشر فيديوهات لمجزرة القيادة الناس بتشكك انو كوز وعايز يعمل فتنة بين قحت والعساكر لانو الفيديوهات دي مصورنها ناس الدعم السريع ودي مؤامرة! دا شنو الخازوق الركبنا فيو دا	OFFENSIVE
انا جريت لمن قلت بس لكن الزيادة سمحة.	NEUTRAL
اللهم سدد الرمي لمتابعة التغطية الخاصة للمعارك اول باول تابع صفحة الخرطوم مقبرة الجنجويد على الفيسبوك من خلال الرابط الخرطوم_مقبرة_الجنجويد معركة_الكرامة تحرير_الجزيرة الجزيرة مدني_لازم_ترجع	HATE
يعني احلى خبر نهاية اليوم دا عندنا قطعه كبيرة كدا ومفروض تتبني مدرسة قدام البيت هي هسي جو كيزان معفنين باعوها اراضي زي ارض و هسي اتصلو علي عشان بكرة حيكتموها في الحلة حنعصي بكرة في حلتنا م قادر اصدق اخيرا اتحركت فيهم الروح #موكب18مارس #تسقط_بس	OFFENSIVE
خروج طلاب جنوب الحزام في موكب هادر تضامنا مع طلاب الابيض يوليو	NEUTRAL
حاشاه ان يخلق عبدا ثم ينساه وما كان ربك نسيا ولكن العبد ضعيف، قليل الصبر، يستغرق في اللحظة، ولا يرى ما وراءها، فيظن ان ربه قلاه	NEUTRAL
الشارع يقول كلمته الان و يعلن رفضه للاستفزاز و الاستغباء و كأنه طفل غرير. من يريد الانضمام فمرحبا به و من لا يريد عليه بالوقوف علي الرصيف من اجل الفرجة. الشارع لا ينتظر احد. كن مع الشارع فلشوارع لا تخون. #مدن_السودان_تنتفض #مجزرة_القيادة_العامة	NEUTRAL
بمناسبة الحرية ، البشير حاكم اكتر من فهد و عبدالله مجتمعين يا قدع	OFFENSIVE
انبشكت اعترافات فرد من افراد مليشيا بعد الاصابة لا مرتبات و الاهتمام من قبل القائد	NEUTRAL
كدى اجلي الموضوع دا وواصلي المباراة من توتي وتبو	NEUTRAL
في (دولة تسقط بس القادمة بحول الله لن يقصي احد، بما في ذلكً الاسلاميين لانها دولة سيادة حكم القانون	NEUTRAL
التلغرام دا بقى بخصم من قروشي حقت البطاقة تلقائي	NEUTRAL
الان لسان حال المخدوعين والمرقعين يقول الحمد لله ان الاخوة ما تركوا الشيخ ابو محمد الفاتح ينغمس ، يعني تخيلوا لو تركوه وقتل او صار له شي ، مين كان بدو يكتشف العملاء و ينقذ المحرر من هذا المخطط الكبير ؟ كانت ضاعت الساحة وحقق الاعداء مبتغاهم	OFFENSIVE
انا شخص منعزل انا شخص حزين انا شخص معقد انا شخص مكروه انا شخص مكسور انا شخص وحيد انا شخص فارقتني الحياة وتوفيت قبل يومي ماذا تريدون مني انا لي ولست لكم	OFFENSIVE
قصة قصيرة عن كفار قريش	NEUTRAL
اللهم بصيره الطريق،وعون الرفيق،وزاد الروح،وقوة الطموح،وتمهيد الدروب،وفتح الابواب،والا نكون عبئا علي احد بك ومنك واليك	NEUTRAL
ابطال الفرقه الرابعه مشاه شغالين فتك ومتك في المليشيا في منطقة جنوب النيل الازرق وغنائم كمية تابع قناة السودان علي الواتساب whatsapp com channel 0029VbAeJWtElagyZ8UbnC0E تابع قناة السودان علي تلغرام	HATE
عاجل اعفاء وزير الشؤون الدينة والاوقاف	NEUTRAL
نحيي ابطال الفاشر لصد الهجوم وطرد المعتدين ، ونؤكد ان النصر الحقيقي يكتمل بالصبر والحذر والالتفاف حول قواتنا المدافعة نهيب بجميع المواطنين التحلي باقصى درجات الحذر، والابتعاد عن التجمعات ، وعدم التحرك بشكل عشوائي حفاظا على الارواح ، الوعي والانضباط في هذه المرحلة هما السلاح الذي يكمل بطولة الميدان نصرمن_الله_وفتح_قريب	NEUTRAL
بغض النظر عن الحصل معاكم الليلة تعالو اختموا يومكم بالاستغفار	NEUTRAL
الحمدلله رب العالمين شكرا حمدوك	NEUTRAL
فليعم الجبناء انا غدا آتون.. سندق معاقلهم ، ونبيد جحافلهم والويل للكيزان ، الويل للكيزان الذكري الأولي لثورة ديسمبر المجيدة "اول هاشتاق يعبر عن الثورة" #مدن_السودان_تنتفض	HATE
مش قالت ليك جاوب هههههههه	NEUTRAL
شايفها حاكمه مع ونجي الليله يا سليزي	OFFENSIVE
الصعاب بكرة بتهون.، اطرد الهم والظنون	NEUTRAL
فرع القنقوليز امونه يا سلام فرهد مع الخريف امونه يا سلام يا حرف الالف الكامل في الوصف امونه يا سلام من بيتم م بقيف	NEUTRAL
اهبل مخرف جاهل احمق كذاب ضال مضل على منبر رسول الله وبعد مليون شهيد سني يقول كلنا اخوة؛ العلوي والسني والمسيحي والدرزي والشيعي والاسماعيلي ونسي ان يقول واليهودي والبهائي والايزيدي عفا الله عما سلف اذهبوا فانتم الطلقاء اعزة على المؤمنين اذلة على الكافرين يقتلون اهل الاسلام ويدعون اهل الاوثان	HATE
اوهمتك بالصداقه واحببتك سراً وعلمت اني ساجدع فريندزوناً	NEUTRAL
العمل الخاص سلاح الاسلحة يدمر ارتكاز العدو في الدروشاب ويستلم عدد 2 عربية قتالية وعدد من الاسلحة تابع قناة السودان علي تلغرام Https	NEUTRAL
هههه حقوقك دي تقولا لحكومتك، انا هنا بتكلم عن قوة العين لمّا تكون قادّي سلك من البلد، و.تزايد على القاعدين و واطين الجمرة و جابوا ليك المدنية... يا جدادة يا جدادة هههه	OFFENSIVE
ده القسم الجنب الكهربا اعتقد	NEUTRAL
عائلة بتحب الطلعات والحفلات والفارغة تحاول تتبناني	OFFENSIVE
طيب ليه العولاااق دا ممكن يتكلم ماحا يخسر شئ	OFFENSIVE
_ غرفة طوارئ جنوب الحزام كوادر مستشفى بشائر اعلنوا الاضراب عن الخدمة بسبب اطلاق فرد يتبع لقوات الدعم السريع النار على المدير الطبي للمستشفى وعضو بالغرفة، بالاضافة لتهديده للطاقم الطبي المرابط في المستشفى جنجويد_رباطة شارك قناة انصار القوات المسلحة السودانية علي التلغرام	HATE
اي والله بمسك بيك زمن	NEUTRAL
الباشا طبيق انسلخت من عضوية المؤتمر الوطني والحركة الاسلامية وانضميت للجنجويد لانني اصبحت من صناع القرار ولست مجرد تابع في الحركة الاسلامية السودان	HATE
امسينا على فطرة الاسلام، وعلى كلمة الاخلاص، وعلى دين نبينا محمد صلى الله عليه وسلم، وعلى ملة ابينا ابراهيم، حنيفا مسلما وما كان من المشركين اللهم ما امسى بي من نعمة، او باحد من خلقك، فمنك وحدك لا شريك لك، فلك الحمد ولك الشكر	NEUTRAL
حبيبي انا بردانة وانا اعمل ليك شنو يعني قولي حاجة تدفيني جهنم وبئس المصير	OFFENSIVE
حققت شنو لي نفسي الامه دي كلها التحرق	HATE
عبد الفتاح البرهان دا منو زاتو ياخ نقعد في القيادة لسه ولا نرجع البيت خلاص #اعتصام_القياد_العامة #مدن__السودان_تنتفض	OFFENSIVE
و الله حقنا رسمي عديل بسس مشكلتنا جلسنا ياااخ في النوم زاتو.	NEUTRAL
بالسيرة دي الجماعة ديل مسخنين سخانة ما عادية الايام دي	OFFENSIVE
الحكومة دي لو سقطت المفروض نسمي طردها:الاستقلال من الاستعمار الكيزاني، ويخشوا التاريخ انهم مطرودين زيهم زي الانجليز،يكرم الانجليز عن افعالهم #تسقط_بس.	OFFENSIVE
الواحد ماعارف روحو هو بقى بايخ وكئيب كدا ولا هو اصلا كدا ولا عشان كبرنا ولاهو في شنو ؟؟	NEUTRAL
اي جنجويدي مسوي نفسو راجل للمواطنين يجيني خاص	HATE
انا غايظاني الشافعه المحشوره وسط الرجال دي.. ياخ دي مش كان بباركو ليها نتيجتا اول امس ..وﻻ الخوف تكون لسه ماامتحنت زاتو	OFFENSIVE
زايلي تم جغم اللواء خلا احمد النيل قائد قطاع المعيلق دعامي حرامي مرتزقه قاتل مصيركم جهنم	OFFENSIVE
التبرعات ضعيفه جدا يا جيش همتكم معانا	NEUTRAL
فاتحين تصوير و انتصرنا و واي و دمرنا فلول 4 طيارات جغمتهم	OFFENSIVE
وريني انت اتجاهك تبع شنو عشان انا اعرف احدد وجهة نقاشي	NEUTRAL
حركة المقاومة الشعبية في فلسطين ما حدث من مقاومة باسلة داخل جنين وحالة الاشتباك المستمرة دليل بان الواقع والمعادلات بالضفة تغيرت وان شعبنا الفلسطيني لا يعرف الا لغة الحرية لا لغة الاستسلام	NEUTRAL
الفكرة انه بيعتمد على معدات ما متوفرة في السودان، وما بيقدروا يوفروها تحديدا ناس الجامعات. لازم	NEUTRAL
تدوين للجيش على الاحياء الشمالية وبوابة مليط، اشتباكات عنيفة تحدث الان بين الجيش والحركات ضد الجنجويد قناة كرري الجيش السوداني علي تلغرام	NEUTRAL
من متك شرق الجزيرة ويشفي صدور قوم مؤمنين	NEUTRAL
خبر استشهاد هنادي غير صحيح هنادي مصابة دعوتكم لها بشفاء العاجل،	NEUTRAL
نقولوا عديل مابدس ارتال عسكرية كبيرة للجيش قوامها ٢٥٠ عربية تحاصر مصفاة الجيلي وتتقدم نحول شمال بحري نصر من الله وفتح قريب بل_بس المقاومة_الشعبية_المسلحه الفيديو طويل بس عشان النت تم تعديله لما يتظبط النت بحمله كامل	NEUTRAL
